dataset_index,image_id,distortion_type,severity_level,parameter_value,snr_db,class_name,true_positives,false_positives,false_negatives,num_predictions,num_ground_truth_objects
214,2007_007021,low_light,medium,0.35,3.6958494398756385,bottle,2,0,0,2,2
214,2007_007021,low_light,medium,0.35,3.6958494398756385,chair,0,5,0,5,0
214,2007_007021,low_light,medium,0.35,3.6958494398756385,diningtable,1,0,0,1,1
214,2007_007021,low_light,medium,0.35,3.6958494398756385,pottedplant,0,1,0,1,0
214,2007_007021,low_light,medium,0.35,3.6958494398756385,tvmonitor,0,1,0,1,0
214,2007_007021,low_light,severe,0.15,1.376561240786303,bottle,2,0,0,2,2
214,2007_007021,low_light,severe,0.15,1.376561240786303,chair,0,3,0,3,0
214,2007_007021,low_light,severe,0.15,1.376561240786303,diningtable,1,0,0,1,1
214,2007_007021,low_light,severe,0.15,1.376561240786303,tvmonitor,0,1,0,1,0
215,2007_007048,gaussian_noise,mild,10.0,21.93598310803633,bottle,0,0,1,0,1
215,2007_007048,gaussian_noise,mild,10.0,21.93598310803633,person,2,4,0,6,2
215,2007_007048,gaussian_noise,mild,10.0,21.93598310803633,sheep,2,0,0,2,2
215,2007_007048,gaussian_noise,medium,25.0,14.308614833932769,bottle,0,0,1,0,1
215,2007_007048,gaussian_noise,medium,25.0,14.308614833932769,person,1,2,1,3,2
215,2007_007048,gaussian_noise,medium,25.0,14.308614833932769,sheep,2,0,0,2,2
215,2007_007048,gaussian_noise,severe,50.0,8.789048159982787,bottle,0,0,1,0,1
215,2007_007048,gaussian_noise,severe,50.0,8.789048159982787,person,0,0,2,0,2
215,2007_007048,gaussian_noise,severe,50.0,8.789048159982787,sheep,0,0,2,0,2
215,2007_007048,jpeg_compression,mild,50.0,22.77425785231228,bottle,0,0,1,0,1
215,2007_007048,jpeg_compression,mild,50.0,22.77425785231228,person,2,3,0,5,2
215,2007_007048,jpeg_compression,mild,50.0,22.77425785231228,sheep,2,0,0,2,2
215,2007_007048,jpeg_compression,medium,20.0,19.58158480856434,bottle,0,0,1,0,1
215,2007_007048,jpeg_compression,medium,20.0,19.58158480856434,person,2,4,0,6,2
215,2007_007048,jpeg_compression,medium,20.0,19.58158480856434,pottedplant,0,1,0,1,0
215,2007_007048,jpeg_compression,medium,20.0,19.58158480856434,sheep,0,0,2,0,2
215,2007_007048,jpeg_compression,severe,5.0,15.287129245197956,bottle,0,0,1,0,1
215,2007_007048,jpeg_compression,severe,5.0,15.287129245197956,person,0,0,2,0,2
215,2007_007048,jpeg_compression,severe,5.0,15.287129245197956,sheep,0,0,2,0,2
215,2007_007048,low_light,mild,0.6,7.90247741314402,bottle,0,0,1,0,1
215,2007_007048,low_light,mild,0.6,7.90247741314402,person,2,3,0,5,2
215,2007_007048,low_light,mild,0.6,7.90247741314402,sheep,2,0,0,2,2
215,2007_007048,low_light,medium,0.35,3.6995360673965543,bottle,0,0,1,0,1
215,2007_007048,low_light,medium,0.35,3.6995360673965543,chair,0,1,0,1,0
215,2007_007048,low_light,medium,0.35,3.6995360673965543,person,2,3,0,5,2
215,2007_007048,low_light,medium,0.35,3.6995360673965543,sheep,2,0,0,2,2
215,2007_007048,low_light,severe,0.15,1.3794840587785282,bottle,0,0,1,0,1
215,2007_007048,low_light,severe,0.15,1.3794840587785282,chair,0,1,0,1,0
215,2007_007048,low_light,severe,0.15,1.3794840587785282,person,2,3,0,5,2
215,2007_007048,low_light,severe,0.15,1.3794840587785282,sheep,2,0,0,2,2
220,2007_007355,gaussian_noise,mild,10.0,20.479129283629153,motorbike,1,0,0,1,1
220,2007_007355,gaussian_noise,mild,10.0,20.479129283629153,person,2,2,0,4,2
220,2007_007355,gaussian_noise,medium,25.0,13.033254539816133,motorbike,1,0,0,1,1
220,2007_007355,gaussian_noise,medium,25.0,13.033254539816133,person,1,1,1,2,2
220,2007_007355,gaussian_noise,severe,50.0,7.614180455450511,motorbike,0,0,1,0,1
220,2007_007355,gaussian_noise,severe,50.0,7.614180455450511,person,0,2,2,2,2
220,2007_007355,jpeg_compression,mild,50.0,21.64548200622596,motorbike,1,0,0,1,1
220,2007_007355,jpeg_compression,mild,50.0,21.64548200622596,person,1,4,1,5,2
220,2007_007355,jpeg_compression,medium,20.0,18.583529227383394,motorbike,0,0,1,0,1
220,2007_007355,jpeg_compression,medium,20.0,18.583529227383394,person,1,2,1,3,2
220,2007_007355,jpeg_compression,severe,5.0,14.608211086023083,motorbike,0,0,1,0,1
220,2007_007355,jpeg_compression,severe,5.0,14.608211086023083,person,0,0,2,0,2
220,2007_007355,low_light,mild,0.6,7.89811647708233,motorbike,1,0,0,1,1
220,2007_007355,low_light,mild,0.6,7.89811647708233,person,2,3,0,5,2
220,2007_007355,low_light,medium,0.35,3.697414859674118,motorbike,1,0,0,1,1
220,2007_007355,low_light,medium,0.35,3.697414859674118,person,2,3,0,5,2
220,2007_007355,low_light,severe,0.15,1.377751122464538,motorbike,1,0,0,1,1
220,2007_007355,low_light,severe,0.15,1.377751122464538,person,2,1,0,3,2
251,2007_008142,gaussian_noise,mild,10.0,20.871721828357952,horse,1,0,0,1,1
251,2007_008142,gaussian_noise,mild,10.0,20.871721828357952,person,1,0,0,1,1
251,2007_008142,gaussian_noise,medium,25.0,13.164823914701975,horse,1,0,0,1,1
251,2007_008142,gaussian_noise,medium,25.0,13.164823914701975,person,1,0,0,1,1
251,2007_008142,gaussian_noise,severe,50.0,7.686618148109244,horse,0,0,1,0,1
251,2007_008142,gaussian_noise,severe,50.0,7.686618148109244,person,1,0,0,1,1
251,2007_008142,jpeg_compression,mild,50.0,20.146242172627744,horse,1,0,0,1,1
251,2007_008142,jpeg_compression,mild,50.0,20.146242172627744,person,1,0,0,1,1
251,2007_008142,jpeg_compression,medium,20.0,15.992494940726885,horse,1,0,0,1,1
251,2007_008142,jpeg_compression,medium,20.0,15.992494940726885,person,1,0,0,1,1
251,2007_008142,jpeg_compression,severe,5.0,12.145885198802564,horse,0,0,1,0,1
251,2007_008142,jpeg_compression,severe,5.0,12.145885198802564,person,0,2,1,2,1
251,2007_008142,low_light,mild,0.6,7.892841296029504,horse,1,0,0,1,1
251,2007_008142,low_light,mild,0.6,7.892841296029504,person,1,0,0,1,1
251,2007_008142,low_light,medium,0.35,3.693254848088055,horse,1,0,0,1,1
251,2007_008142,low_light,medium,0.35,3.693254848088055,person,1,0,0,1,1
251,2007_008142,low_light,severe,0.15,1.3745081530002337,horse,1,0,0,1,1
251,2007_008142,low_light,severe,0.15,1.3745081530002337,person,1,0,0,1,1
284,2007_009436,gaussian_noise,mild,10.0,24.469244075250014,person,1,2,0,3,1
284,2007_009436,gaussian_noise,mild,10.0,24.469244075250014,train,1,0,0,1,1
284,2007_009436,gaussian_noise,medium,25.0,16.856644058928453,person,1,2,0,3,1
284,2007_009436,gaussian_noise,medium,25.0,16.856644058928453,train,0,0,1,0,1
284,2007_009436,gaussian_noise,severe,50.0,11.486727164756962,person,1,0,0,1,1
284,2007_009436,gaussian_noise,severe,50.0,11.486727164756962,train,0,0,1,0,1
284,2007_009436,jpeg_compression,mild,50.0,22.592740621582404,person,1,0,0,1,1
284,2007_009436,jpeg_compression,mild,50.0,22.592740621582404,train,0,0,1,0,1
284,2007_009436,jpeg_compression,medium,20.0,18.738050424597994,person,1,0,0,1,1
284,2007_009436,jpeg_compression,medium,20.0,18.738050424597994,train,0,0,1,0,1
284,2007_009436,jpeg_compression,severe,5.0,15.320172883144474,person,1,0,0,1,1
284,2007_009436,jpeg_compression,severe,5.0,15.320172883144474,train,0,0,1,0,1
284,2007_009436,low_light,mild,0.6,7.91228285972294,person,1,2,0,3,1
284,2007_009436,low_light,mild,0.6,7.91228285972294,train,1,0,0,1,1
284,2007_009436,low_light,medium,0.35,3.707135037074914,person,1,2,0,3,1
284,2007_009436,low_light,medium,0.35,3.707135037074914,train,0,0,1,0,1
284,2007_009436,low_light,severe,0.15,1.3852856016130155,person,1,1,0,2,1
284,2007_009436,low_light,severe,0.15,1.3852856016130155,train,0,0,1,0,1
317,2008_000103,gaussian_noise,mild,10.0,22.200840004961893,bird,1,0,0,1,1
317,2008_000103,gaussian_noise,medium,25.0,14.486950858490621,bird,1,0,0,1,1
317,2008_000103,gaussian_noise,severe,50.0,8.936232689023205,bird,0,0,1,0,1
317,2008_000103,gaussian_noise,severe,50.0,8.936232689023205,person,0,1,0,1,0
317,2008_000103,jpeg_compression,mild,50.0,20.941751532285583,bird,1,0,0,1,1
317,2008_000103,jpeg_compression,medium,20.0,18.15222845941398,bird,1,0,0,1,1
317,2008_000103,jpeg_compression,severe,5.0,14.47974334143581,bird,0,0,1,0,1
317,2008_000103,jpeg_compression,severe,5.0,14.47974334143581,train,0,1,0,1,0
317,2008_000103,low_light,mild,0.6,7.899001536611827,bird,1,0,0,1,1
317,2008_000103,low_light,medium,0.35,3.6988602011780554,bird,1,0,0,1,1
317,2008_000103,low_light,severe,0.15,1.3773743805355716,bird,1,0,0,1,1
325,2008_000207,gaussian_noise,mild,10.0,17.98148001667911,person,1,0,0,1,1
325,2008_000207,gaussian_noise,medium,25.0,10.379975844249348,person,1,0,0,1,1
325,2008_000207,gaussian_noise,severe,50.0,4.68085606202029,person,1,0,0,1,1
325,2008_000207,jpeg_compression,mild,50.0,23.276137221148268,person,1,0,0,1,1
325,2008_000207,jpeg_compression,medium,20.0,20.38654740766253,person,1,0,0,1,1
325,2008_000207,jpeg_compression,severe,5.0,14.711315939424633,person,0,0,1,0,1
325,2008_000207,low_light,mild,0.6,7.8892391251918,person,1,0,0,1,1
325,2008_000207,low_light,medium,0.35,3.690899726078563,person,1,0,0,1,1
325,2008_000207,low_light,severe,0.15,1.371955340901453,person,1,0,0,1,1
331,2008_000273,gaussian_noise,mild,10.0,21.537400912989465,chair,0,0,2,0,2
331,2008_000273,gaussian_noise,mild,10.0,21.537400912989465,dog,1,1,1,2,2
331,2008_000273,gaussian_noise,mild,10.0,21.537400912989465,sofa,0,1,0,1,0
331,2008_000273,gaussian_noise,medium,25.0,14.10134873928461,chair,0,0,2,0,2
331,2008_000273,gaussian_noise,medium,25.0,14.10134873928461,dog,0,0,2,0,2
331,2008_000273,gaussian_noise,severe,50.0,8.821913065056968,chair,0,0,2,0,2
331,2008_000273,gaussian_noise,severe,50.0,8.821913065056968,dog,0,0,2,0,2
331,2008_000273,jpeg_compression,mild,50.0,22.24075083116012,chair,0,0,2,0,2
331,2008_000273,jpeg_compression,mild,50.0,22.24075083116012,dog,0,1,2,1,2
331,2008_000273,jpeg_compression,medium,20.0,20.126639055135275,aeroplane,0,1,0,1,0
331,2008_000273,jpeg_compression,medium,20.0,20.126639055135275,chair,0,0,2,0,2
331,2008_000273,jpeg_compression,medium,20.0,20.126639055135275,dog,0,0,2,0,2
331,2008_000273,jpeg_compression,severe,5.0,16.23165157388666,chair,0,0,2,0,2
331,2008_000273,jpeg_compression,severe,5.0,16.23165157388666,dog,0,0,2,0,2
331,2008_000273,low_light,mild,0.6,7.905007669022042,chair,0,0,2,0,2
331,2008_000273,low_light,mild,0.6,7.905007669022042,dog,1,0,1,1,2
331,2008_000273,low_light,medium,0.35,3.7017115724104572,chair,0,0,2,0,2
331,2008_000273,low_light,medium,0.35,3.7017115724104572,dog,0,0,2,0,2
331,2008_000273,low_light,severe,0.15,1.3811266832825733,chair,0,0,2,0,2
331,2008_000273,low_light,severe,0.15,1.3811266832825733,dog,0,0,2,0,2
352,2008_000540,gaussian_noise,mild,10.0,19.29807682441194,person,1,0,0,1,1
352,2008_000540,gaussian_noise,medium,25.0,11.645896055989375,person,1,0,0,1,1
352,2008_000540,gaussian_noise,severe,50.0,6.525725502211209,person,1,0,0,1,1
352,2008_000540,jpeg_compression,mild,50.0,26.62480741705422,person,1,0,0,1,1
352,2008_000540,jpeg_compression,medium,20.0,23.730169536261883,person,1,0,0,1,1
352,2008_000540,jpeg_compression,severe,5.0,17.299277829819275,person,0,0,1,0,1
352,2008_000540,low_light,mild,0.6,7.886307405393533,person,1,0,0,1,1
352,2008_000540,low_light,medium,0.35,3.6874302020862713,person,1,0,0,1,1
352,2008_000540,low_light,severe,0.15,1.3707122193259234,person,1,0,0,1,1
356,2008_000584,gaussian_noise,mild,10.0,23.692465346200958,person,1,0,0,1,1
356,2008_000584,gaussian_noise,medium,25.0,15.926593468936115,person,1,0,0,1,1
356,2008_000584,gaussian_noise,severe,50.0,10.40351461008944,person,1,0,0,1,1
356,2008_000584,jpeg_compression,mild,50.0,24.396089307583626,person,1,0,0,1,1
356,2008_000584,jpeg_compression,medium,20.0,21.78149375994902,person,1,0,0,1,1
356,2008_000584,jpeg_compression,severe,5.0,18.104012532085584,person,0,0,1,0,1
356,2008_000584,low_light,mild,0.6,7.906935484509532,person,1,0,0,1,1
356,2008_000584,low_light,medium,0.35,3.70362845122386,person,1,0,0,1,1
356,2008_000584,low_light,severe,0.15,1.382543860799986,person,1,0,0,1,1
358,2008_000595,gaussian_noise,mild,10.0,21.39322873135853,bicycle,0,1,0,1,0
358,2008_000595,gaussian_noise,mild,10.0,21.39322873135853,car,1,0,0,1,1
358,2008_000595,gaussian_noise,medium,25.0,13.835728209608892,car,1,0,0,1,1
358,2008_000595,gaussian_noise,severe,50.0,8.301667779166594,car,1,1,0,2,1
358,2008_000595,jpeg_compression,mild,50.0,21.262740847152415,car,1,0,0,1,1
358,2008_000595,jpeg_compression,medium,20.0,17.74953848346711,car,1,0,0,1,1
358,2008_000595,jpeg_compression,severe,5.0,13.685572742575921,car,1,0,0,1,1
358,2008_000595,low_light,mild,0.6,7.901188491183041,car,1,0,0,1,1
358,2008_000595,low_light,medium,0.35,3.6992497012605865,car,1,0,0,1,1
358,2008_000595,low_light,severe,0.15,1.3792614238121625,car,1,0,0,1,1
360,2008_000645,gaussian_noise,mild,10.0,20.84649018773446,person,0,0,1,0,1
360,2008_000645,gaussian_noise,medium,25.0,12.936114986330836,person,0,0,1,0,1
360,2008_000645,gaussian_noise,severe,50.0,7.2344606069997095,person,0,0,1,0,1
360,2008_000645,jpeg_compression,mild,50.0,28.563323684883144,person,1,0,0,1,1
360,2008_000645,jpeg_compression,medium,20.0,25.242467506507353,person,0,0,1,0,1
360,2008_000645,jpeg_compression,severe,5.0,20.270198949100976,person,0,0,1,0,1
360,2008_000645,low_light,mild,0.6,7.88397067386673,person,1,0,0,1,1
360,2008_000645,low_light,medium,0.35,3.6873512740247385,person,1,0,0,1,1
360,2008_000645,low_light,severe,0.15,1.3699348821783648,person,1,0,0,1,1
375,2008_000923,gaussian_noise,mild,10.0,22.597782389370305,pottedplant,1,0,0,1,1
375,2008_000923,gaussian_noise,medium,25.0,14.953487273072065,pottedplant,1,0,0,1,1
375,2008_000923,gaussian_noise,severe,50.0,9.559604113679358,pottedplant,0,0,1,0,1
375,2008_000923,jpeg_compression,mild,50.0,19.342136773280163,pottedplant,1,0,0,1,1
375,2008_000923,jpeg_compression,medium,20.0,17.148264776725146,pottedplant,1,0,0,1,1
375,2008_000923,jpeg_compression,severe,5.0,13.721893465585971,pottedplant,0,0,1,0,1
375,2008_000923,low_light,mild,0.6,7.903383211555566,pottedplant,1,0,0,1,1
375,2008_000923,low_light,medium,0.35,3.7012992408145218,pottedplant,1,0,0,1,1
375,2008_000923,low_light,severe,0.15,1.3806825959858529,pottedplant,1,0,0,1,1
400,2008_001462,gaussian_noise,mild,10.0,22.249442331070885,person,1,0,0,1,1
400,2008_001462,gaussian_noise,medium,25.0,14.58253602451954,cat,0,1,0,1,0
400,2008_001462,gaussian_noise,medium,25.0,14.58253602451954,person,1,0,0,1,1
400,2008_001462,gaussian_noise,severe,50.0,9.179226434015012,person,1,0,0,1,1
400,2008_001462,jpeg_compression,mild,50.0,17.954101435582775,person,1,0,0,1,1
400,2008_001462,jpeg_compression,medium,20.0,14.938803683424695,person,1,0,0,1,1
400,2008_001462,jpeg_compression,severe,5.0,12.516791547137542,person,0,0,1,0,1
400,2008_001462,low_light,mild,0.6,7.902207012001567,person,1,0,0,1,1
400,2008_001462,low_light,medium,0.35,3.7002465877629183,person,1,0,0,1,1
400,2008_001462,low_light,severe,0.15,1.379961577025027,dog,0,1,0,1,0
400,2008_001462,low_light,severe,0.15,1.379961577025027,person,1,0,0,1,1
431,2008_002123,gaussian_noise,mild,10.0,22.643331573658937,motorbike,2,0,2,2,4
431,2008_002123,gaussian_noise,mild,10.0,22.643331573658937,person,4,2,0,6,4
431,2008_002123,gaussian_noise,medium,25.0,15.018539554347752,motorbike,2,0,2,2,4
431,2008_002123,gaussian_noise,medium,25.0,15.018539554347752,person,4,3,0,7,4
431,2008_002123,gaussian_noise,severe,50.0,9.546516415330235,motorbike,1,0,3,1,4
431,2008_002123,gaussian_noise,severe,50.0,9.546516415330235,person,4,1,0,5,4
431,2008_002123,jpeg_compression,mild,50.0,18.479123971081435,motorbike,3,0,1,3,4
431,2008_002123,jpeg_compression,mild,50.0,18.479123971081435,person,4,2,0,6,4
431,2008_002123,jpeg_compression,medium,20.0,15.128811542974406,motorbike,1,0,3,1,4
431,2008_002123,jpeg_compression,medium,20.0,15.128811542974406,person,4,2,0,6,4
431,2008_002123,jpeg_compression,severe,5.0,12.395664990790207,motorbike,0,0,4,0,4
431,2008_002123,jpeg_compression,severe,5.0,12.395664990790207,person,0,0,4,0,4
431,2008_002123,low_light,mild,0.6,7.90489021558269,motorbike,2,0,2,2,4
431,2008_002123,low_light,mild,0.6,7.90489021558269,person,4,3,0,7,4
431,2008_002123,low_light,medium,0.35,3.7020710638744814,motorbike,2,0,2,2,4
431,2008_002123,low_light,medium,0.35,3.7020710638744814,person,4,3,0,7,4
431,2008_002123,low_light,severe,0.15,1.381298381525251,motorbike,2,0,2,2,4
431,2008_002123,low_light,severe,0.15,1.381298381525251,person,4,2,0,6,4
440,2008_002221,gaussian_noise,mild,10.0,26.407878164228038,aeroplane,1,0,0,1,1
440,2008_002221,gaussian_noise,medium,25.0,18.897511651191962,aeroplane,1,0,0,1,1
440,2008_002221,gaussian_noise,severe,50.0,13.80558718153421,aeroplane,0,0,1,0,1
440,2008_002221,gaussian_noise,severe,50.0,13.80558718153421,person,0,1,0,1,0
440,2008_002221,jpeg_compression,mild,50.0,34.42098658232619,aeroplane,1,0,0,1,1
440,2008_002221,jpeg_compression,medium,20.0,31.587668983212588,aeroplane,1,0,0,1,1
440,2008_002221,jpeg_compression,severe,5.0,25.48833253705228,aeroplane,1,1,0,2,1
440,2008_002221,low_light,mild,0.6,7.9181346595839965,aeroplane,1,0,0,1,1
440,2008_002221,low_light,medium,0.35,3.7116502023785354,aeroplane,1,0,0,1,1
440,2008_002221,low_light,severe,0.15,1.3889003107865392,aeroplane,1,0,0,1,1
444,2008_002258,gaussian_noise,mild,10.0,20.77519376779636,car,0,0,1,0,1
444,2008_002258,gaussian_noise,medium,25.0,13.087267527341261,car,1,0,0,1,1
444,2008_002258,gaussian_noise,severe,50.0,7.534965040864064,car,1,1,0,2,1
444,2008_002258,jpeg_compression,mild,50.0,18.49362069044442,car,0,0,1,0,1
444,2008_002258,jpeg_compression,mild,50.0,18.49362069044442,person,0,1,0,1,0
444,2008_002258,jpeg_compression,medium,20.0,16.20682821484082,car,0,0,1,0,1
444,2008_002258,jpeg_compression,severe,5.0,13.05820440735996,car,0,0,1,0,1
444,2008_002258,jpeg_compression,severe,5.0,13.05820440735996,train,0,1,0,1,0
444,2008_002258,low_light,mild,0.6,7.892099010921995,car,0,0,1,0,1
444,2008_002258,low_light,medium,0.35,3.6927454376473885,car,0,0,1,0,1
444,2008_002258,low_light,severe,0.15,1.3741745553671627,car,1,0,0,1,1
456,2008_002710,gaussian_noise,mild,10.0,21.61225879316477,car,1,0,0,1,1
456,2008_002710,gaussian_noise,medium,25.0,13.791561950299903,car,1,0,0,1,1
456,2008_002710,gaussian_noise,severe,50.0,8.152720642645614,car,1,0,0,1,1
456,2008_002710,jpeg_compression,mild,50.0,27.977873283321255,car,1,0,0,1,1
456,2008_002710,jpeg_compression,medium,20.0,24.274192181492133,car,1,0,0,1,1
456,2008_002710,jpeg_compression,severe,5.0,19.202447815196432,car,0,0,1,0,1
456,2008_002710,low_light,mild,0.6,7.893329925943668,car,1,0,0,1,1
456,2008_002710,low_light,medium,0.35,3.693001790214014,car,1,0,0,1,1
456,2008_002710,low_light,severe,0.15,1.3748501098908994,car,1,0,0,1,1
469,2008_003060,gaussian_noise,mild,10.0,22.922384261994235,bus,2,1,0,3,2
469,2008_003060,gaussian_noise,mild,10.0,22.922384261994235,car,2,1,0,3,2
469,2008_003060,gaussian_noise,mild,10.0,22.922384261994235,person,0,1,0,1,0
469,2008_003060,gaussian_noise,medium,25.0,15.169798532041819,bus,0,0,2,0,2
469,2008_003060,gaussian_noise,medium,25.0,15.169798532041819,car,2,1,0,3,2
469,2008_003060,gaussian_noise,severe,50.0,9.576673525477574,bus,0,0,2,0,2
469,2008_003060,gaussian_noise,severe,50.0,9.576673525477574,car,1,0,1,1,2
469,2008_003060,jpeg_compression,mild,50.0,23.27676715019607,bus,2,0,0,2,2
469,2008_003060,jpeg_compression,mild,50.0,23.27676715019607,car,1,2,1,3,2
469,2008_003060,jpeg_compression,mild,50.0,23.27676715019607,person,0,1,0,1,0
469,2008_003060,jpeg_compression,medium,20.0,20.66268709814728,bus,2,0,0,2,2
469,2008_003060,jpeg_compression,medium,20.0,20.66268709814728,car,2,1,0,3,2
469,2008_003060,jpeg_compression,severe,5.0,16.297495177638964,bus,0,0,2,0,2
469,2008_003060,jpeg_compression,severe,5.0,16.297495177638964,car,0,0,2,0,2
469,2008_003060,low_light,mild,0.6,7.90295970096304,bus,2,0,0,2,2
469,2008_003060,low_light,mild,0.6,7.90295970096304,car,2,1,0,3,2
469,2008_003060,low_light,mild,0.6,7.90295970096304,person,0,2,0,2,0
469,2008_003060,low_light,medium,0.35,3.7009217752001256,bus,2,0,0,2,2
469,2008_003060,low_light,medium,0.35,3.7009217752001256,car,2,1,0,3,2
469,2008_003060,low_light,medium,0.35,3.7009217752001256,person,0,2,0,2,0
469,2008_003060,low_light,severe,0.15,1.3804048265520512,bus,1,0,1,1,2
469,2008_003060,low_light,severe,0.15,1.3804048265520512,car,1,2,1,3,2
469,2008_003060,low_light,severe,0.15,1.3804048265520512,person,0,2,0,2,0
474,2008_003094,gaussian_noise,mild,10.0,24.449247341470688,cow,3,0,0,3,3
474,2008_003094,gaussian_noise,mild,10.0,24.449247341470688,person,0,2,1,2,1
474,2008_003094,gaussian_noise,medium,25.0,16.78603929299682,cow,3,0,0,3,3
474,2008_003094,gaussian_noise,medium,25.0,16.78603929299682,horse,0,1,0,1,0
474,2008_003094,gaussian_noise,medium,25.0,16.78603929299682,person,0,1,1,1,1
474,2008_003094,gaussian_noise,severe,50.0,11.2589916107437,cow,0,0,3,0,3
474,2008_003094,gaussian_noise,severe,50.0,11.2589916107437,horse,0,3,0,3,0
474,2008_003094,gaussian_noise,severe,50.0,11.2589916107437,person,0,0,1,0,1
474,2008_003094,jpeg_compression,mild,50.0,25.72246410095058,cow,3,0,0,3,3
474,2008_003094,jpeg_compression,mild,50.0,25.72246410095058,horse,0,1,0,1,0
474,2008_003094,jpeg_compression,mild,50.0,25.72246410095058,person,0,2,1,2,1
474,2008_003094,jpeg_compression,medium,20.0,23.20579852667006,car,0,1,0,1,0
474,2008_003094,jpeg_compression,medium,20.0,23.20579852667006,cow,2,0,1,2,3
474,2008_003094,jpeg_compression,medium,20.0,23.20579852667006,horse,0,1,0,1,0
474,2008_003094,jpeg_compression,medium,20.0,23.20579852667006,person,1,0,0,1,1
474,2008_003094,jpeg_compression,severe,5.0,19.427793141170106,cow,0,0,3,0,3
474,2008_003094,jpeg_compression,severe,5.0,19.427793141170106,horse,0,1,0,1,0
474,2008_003094,jpeg_compression,severe,5.0,19.427793141170106,person,0,0,1,0,1
474,2008_003094,low_light,mild,0.6,7.917552997019851,cow,3,0,0,3,3
474,2008_003094,low_light,mild,0.6,7.917552997019851,person,0,2,1,2,1
474,2008_003094,low_light,medium,0.35,3.7074016168302344,cow,3,0,0,3,3
474,2008_003094,low_light,medium,0.35,3.7074016168302344,horse,0,1,0,1,0
474,2008_003094,low_light,medium,0.35,3.7074016168302344,person,0,2,1,2,1
474,2008_003094,low_light,severe,0.15,1.3915453256393342,cow,2,0,1,2,3
474,2008_003094,low_light,severe,0.15,1.3915453256393342,horse,0,1,0,1,0
474,2008_003094,low_light,severe,0.15,1.3915453256393342,person,0,2,1,2,1
490,2008_003523,gaussian_noise,mild,10.0,22.029967382408906,chair,0,1,0,1,0
490,2008_003523,gaussian_noise,mild,10.0,22.029967382408906,person,1,0,0,1,1
490,2008_003523,gaussian_noise,mild,10.0,22.029967382408906,pottedplant,1,1,1,2,2
490,2008_003523,gaussian_noise,medium,25.0,14.286393995931059,chair,0,2,0,2,0
490,2008_003523,gaussian_noise,medium,25.0,14.286393995931059,person,1,0,0,1,1
490,2008_003523,gaussian_noise,medium,25.0,14.286393995931059,pottedplant,0,0,2,0,2
490,2008_003523,gaussian_noise,severe,50.0,8.698061260733532,chair,0,1,0,1,0
490,2008_003523,gaussian_noise,severe,50.0,8.698061260733532,person,1,0,0,1,1
490,2008_003523,gaussian_noise,severe,50.0,8.698061260733532,pottedplant,0,0,2,0,2
490,2008_003523,jpeg_compression,mild,50.0,21.054830616349992,person,1,0,0,1,1
490,2008_003523,jpeg_compression,mild,50.0,21.054830616349992,pottedplant,0,1,2,1,2
490,2008_003523,jpeg_compression,medium,20.0,18.922478977697917,person,1,0,0,1,1
490,2008_003523,jpeg_compression,medium,20.0,18.922478977697917,pottedplant,0,0,2,0,2
490,2008_003523,jpeg_compression,severe,5.0,15.51471703392367,person,0,0,1,0,1
490,2008_003523,jpeg_compression,severe,5.0,15.51471703392367,pottedplant,0,0,2,0,2
490,2008_003523,low_light,mild,0.6,7.897870133795647,chair,0,1,0,1,0
490,2008_003523,low_light,mild,0.6,7.897870133795647,person,1,0,0,1,1
490,2008_003523,low_light,mild,0.6,7.897870133795647,pottedplant,1,0,1,1,2
490,2008_003523,low_light,medium,0.35,3.697202828787849,bottle,0,1,0,1,0
490,2008_003523,low_light,medium,0.35,3.697202828787849,chair,0,1,0,1,0
490,2008_003523,low_light,medium,0.35,3.697202828787849,person,1,0,0,1,1
490,2008_003523,low_light,medium,0.35,3.697202828787849,pottedplant,1,0,1,1,2
490,2008_003523,low_light,severe,0.15,1.3774438032552498,bottle,0,1,0,1,0
490,2008_003523,low_light,severe,0.15,1.3774438032552498,chair,0,2,0,2,0
490,2008_003523,low_light,severe,0.15,1.3774438032552498,person,1,0,0,1,1
490,2008_003523,low_light,severe,0.15,1.3774438032552498,pottedplant,2,0,0,2,2
492,2008_003585,gaussian_noise,mild,10.0,21.763673926545067,person,0,1,0,1,0
492,2008_003585,gaussian_noise,mild,10.0,21.763673926545067,tvmonitor,1,0,0,1,1
492,2008_003585,gaussian_noise,medium,25.0,14.147462661981116,person,0,1,0,1,0
492,2008_003585,gaussian_noise,medium,25.0,14.147462661981116,tvmonitor,1,0,0,1,1
492,2008_003585,gaussian_noise,severe,50.0,8.670541961411425,tvmonitor,1,0,0,1,1
492,2008_003585,jpeg_compression,mild,50.0,27.304419977309994,person,0,1,0,1,0
492,2008_003585,jpeg_compression,mild,50.0,27.304419977309994,tvmonitor,1,0,0,1,1
492,2008_003585,jpeg_compression,medium,20.0,23.954037202614245,tvmonitor,1,0,0,1,1
492,2008_003585,jpeg_compression,severe,5.0,17.76923966553648,tvmonitor,1,0,0,1,1
492,2008_003585,low_light,mild,0.6,7.905984021527023,person,0,1,0,1,0
492,2008_003585,low_light,mild,0.6,7.905984021527023,tvmonitor,1,0,0,1,1
492,2008_003585,low_light,medium,0.35,3.6989255035126116,person,0,1,0,1,0
